id_a,id_b,cosine_similarity,title_norm_a,title_a,title_norm_b,title_b
2550,6288,0.8897321833115444,on the road,On the Road,the road,The Road
2574,2575,0.8593003964385982,the long tail why the future of business is selling less of more,The Long Tail: Why the Future of Business Is Selling Less of More,the long tail why the future is selling less of more,The Long Tail:  Why The Future Is Selling Less Of More
2629,2636,0.9124488406425921,the praise of folly,The Praise of Folly,praise of folly,Praise of Folly
2629,2630,0.8811526913381714,the praise of folly,The Praise of Folly,in praise of folly,In Praise of Folly
2630,2636,0.894250807579365,in praise of folly,In Praise of Folly,praise of folly,Praise of Folly
2672,2673,0.9499290476957635,the wealthy barber everyone s commonsense guide to becoming financially independent,The Wealthy Barber: Everyone's Commonsense Guide to Becoming Financially Independent,the wealthy barber everyone s common sense guide to becoming financially independent,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent
2695,99324,1.0,the art of war,The Art of War,the art of war,The Art of War
2696,49930,0.9276468106603308,the canterbury tales,The Canterbury Tales,canterbury tales,Canterbury Tales
2723,77508,1.0,the years of rice and salt,The Years of Rice and Salt,the years of rice and salt,The Years of Rice and Salt
2735,77142,1.0,snow falling on cedars,Snow Falling On Cedars,snow falling on cedars,Snow Falling on Cedars
2767,15721,0.8778297859571274,a people s history of the united states,A People's History of the United States,voices of a people s history of the united states,Voices of a People's History of the United States
2802,18667,1.0,e mc2 a biography of the world s most famous equation,E=mc²: A Biography of the World's Most Famous Equation,e mc2 a biography of the world s most famous equation,E=mc2: A Biography of the World's Most Famous Equation
2807,18667,1.0,e mc2 a biography of the world s most famous equation,E=mc² :  A Biography of the World's Most Famous Equation,e mc2 a biography of the world s most famous equation,E=mc2: A Biography of the World's Most Famous Equation
2802,2807,1.0,e mc2 a biography of the world s most famous equation,E=mc²: A Biography of the World's Most Famous Equation,e mc2 a biography of the world s most famous equation,E=mc² :  A Biography of the World's Most Famous Equation
2820,94575,1.0,the birth of tragedy and other writings,The Birth of Tragedy and Other Writings,the birth of tragedy and other writings,The Birth of Tragedy and Other Writings
2821,2827,0.9146089360634926,the birth of tragedy the genealogy of morals,The Birth of Tragedy/The Genealogy of Morals,the birth of tragedy on the genealogy of morals,The Birth of Tragedy/On the Genealogy of Morals
2834,62566,0.8880356017715789,the tragedy of pudd nhead wilson those extraordinary twins,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,pudd nhead wilson those extraordinary twins,Pudd'nhead Wilson/Those Extraordinary Twins
2869,2870,0.9310156804612556,cambridge wizard student guide girl with a pearl earring cambridge wizard english student guides,Cambridge Wizard Student Guide Girl with a Pearl Earring (Cambridge Wizard English Student Guides),wizard study guide girl with a pearl earring cambridge wizard english student guides,Wizard Study Guide Girl With A Pearl Earring (Cambridge Wizard English Student Guides)
2872,80973,1.0,falling angels,Falling Angels,falling angels,Falling Angels
2872,12787,0.9357863661869341,falling angels,Falling Angels,falling angel,Falling Angel
2879,13733,0.8810704083126204,bleach volume 15,"Bleach, Volume 15",bleach volume 19,"Bleach, Volume 19"
2879,13729,0.8728894635732571,bleach volume 15,"Bleach, Volume 15",bleach volume 10,"Bleach, Volume 10"
2879,13730,0.8702978777762077,bleach volume 15,"Bleach, Volume 15",bleach volume 18,"Bleach, Volume 18"
2879,2883,0.8693842994701854,bleach volume 15,"Bleach, Volume 15",bleach volume 12,"Bleach, Volume 12"
2881,13733,0.8845122294591556,bleach volume 14,"Bleach, Volume 14",bleach volume 19,"Bleach, Volume 19"
2881,13729,0.8762993266057336,bleach volume 14,"Bleach, Volume 14",bleach volume 10,"Bleach, Volume 10"
2881,13730,0.8736976170152672,bleach volume 14,"Bleach, Volume 14",bleach volume 18,"Bleach, Volume 18"
2881,2883,0.8727804698989622,bleach volume 14,"Bleach, Volume 14",bleach volume 12,"Bleach, Volume 12"
2882,13733,0.8875146353946106,bleach volume 11,"Bleach, Volume 11",bleach volume 19,"Bleach, Volume 19"
2882,13729,0.8792738545001019,bleach volume 11,"Bleach, Volume 11",bleach volume 10,"Bleach, Volume 10"
2882,13730,0.8766633136147631,bleach volume 11,"Bleach, Volume 11",bleach volume 18,"Bleach, Volume 18"
2882,2883,0.8757430533160125,bleach volume 11,"Bleach, Volume 11",bleach volume 12,"Bleach, Volume 12"
2883,13733,0.8876539261847547,bleach volume 12,"Bleach, Volume 12",bleach volume 19,"Bleach, Volume 19"
2883,13729,0.8794118519426923,bleach volume 12,"Bleach, Volume 12",bleach volume 10,"Bleach, Volume 10"
2883,13730,0.8768009013465861,bleach volume 12,"Bleach, Volume 12",bleach volume 18,"Bleach, Volume 18"
2886,13616,0.8834600872997544,death note vol 4 death note 4,"Death Note, Vol. 4: 恋心 (Death Note, #4)",death note vol 4 love death note 4,"Death Note, Vol. 4: Love (Death Note, #4)"
2899,69540,0.8845255184419363,the pigeon,The Pigeon,le pigeon,Le Pigeon
2932,94953,1.0,robinson crusoe,Robinson Crusoe,robinson crusoe,Robinson Crusoe
2955,2956,0.9608134200049728,adventures of huckleberry finn,Adventures of Huckleberry Finn,the adventures of huckleberry finn,The Adventures of Huckleberry Finn
2970,99138,1.0,mark twain,Mark Twain,mark twain,Mark Twain
2973,19377,0.8574373905628423,collected tales sketches speeches essays 18911910,"Collected Tales, Sketches, Speeches, & Essays 1891–1910",collected tales sketches speeches essays 18521890,"Collected Tales, Sketches, Speeches, & Essays 1852–1890"
2990,17537,1.0,rose in bloom,Rose in Bloom,rose in bloom,Rose In Bloom
2996,3002,0.9187927841368532,the secret garden,The Secret Garden,secret garden,Secret Garden
3067,44453,0.9188262431899469,the complete stories,The Complete Stories,complete stories,Complete Stories
3067,93254,0.9188262431899469,the complete stories,The Complete Stories,complete stories,Complete Stories
3080,3083,1.0,elizabeth and her german garden,Elizabeth and Her German Garden,elizabeth and her german garden,Elizabeth and her German Garden
3087,77043,1.0,a room with a view,A Room with a View,a room with a view,A Room with a View
3087,31461,0.9194439486013251,a room with a view,A Room with a View,room with a view,Room With a View
3101,92385,1.0,the longest journey,The Longest Journey,the longest journey,The Longest Journey
3283,3289,0.8722349511751495,introducing mind and brain introducing,Introducing Mind and Brain (Introducing...),introducing mind brain,Introducing Mind & Brain
3300,96440,1.0,ines of my soul,Inés of My Soul,ines of my soul,Inés of My Soul
3344,64895,1.0,cod a biography of the fish that changed the world,Cod: A Biography of the Fish That Changed the World,cod a biography of the fish that changed the world,Cod: A Biography of the Fish that Changed the World
3431,3433,0.8679468621596192,the five people you meet in heaven,The Five People You Meet in Heaven,wisdom from the five people you meet in heaven,Wisdom from the Five People You Meet in Heaven
3438,89312,1.0,the curious incident of the dog in the night time,The Curious Incident of the Dog In the Night-time,the curious incident of the dog in the night time,The Curious Incident of the Dog in the Night-time
3438,3439,1.0,the curious incident of the dog in the night time,The Curious Incident of the Dog In the Night-time,the curious incident of the dog in the night time,The Curious Incident of the Dog in the Night-time
3438,22172,0.8699395126196678,the curious incident of the dog in the night time,The Curious Incident of the Dog In the Night-time,curious incident of the dog in the nightdress,Curious Incident of the Dog in the Nightdress
3439,89312,1.0,the curious incident of the dog in the night time,The Curious Incident of the Dog in the Night-time,the curious incident of the dog in the night time,The Curious Incident of the Dog in the Night-time
3439,22172,0.8699395126196678,the curious incident of the dog in the night time,The Curious Incident of the Dog in the Night-time,curious incident of the dog in the nightdress,Curious Incident of the Dog in the Nightdress
3444,64481,0.866291789197601,northern lights,Northern Lights,a northern light,A Northern Light
3445,63939,0.9330368374924288,if i die in a combat zone box me up and ship me home,"If I Die in a Combat Zone, Box Me Up and Ship Me Home",if i die in a combat zone box me up ship me home,If I Die In A Combat Zone Box Me Up & Ship Me Home
3471,92111,1.0,message in a bottle,Message in a Bottle,message in a bottle,Message in a Bottle
3472,15931,0.909517894319075,the notebook,The Notebook,the notebook the notebook 1,"The Notebook (The Notebook, #1)"
3473,85421,1.0,a walk to remember,A Walk to Remember,a walk to remember,A Walk to Remember
3525,3530,0.8741825351261141,kare first love vol 9 kare first love 9,"Kare First Love, Vol. 9 (Kare First Love, #9)",kare first love vol 10 kare first love 10,"Kare First Love, Vol. 10 (Kare First Love, #10)"
3581,76988,0.983740011597833,sherlock holmes the complete novels and stories volume i,"Sherlock Holmes: The Complete Novels and Stories, Volume I",sherlock holmes the complete novels and stories volume ii,"Sherlock Holmes: The Complete Novels and Stories, Volume II"
3586,10147,0.9781926972395364,the complete sherlock holmes volume ii,The Complete Sherlock Holmes: Volume II,the complete sherlock holmes volume i,"The Complete Sherlock Holmes, Volume I"
3589,3590,0.8683103529328021,the complete adventures of sherlock holmes,The Complete Adventures of Sherlock Holmes,the adventures of sherlock holmes,The Adventures of Sherlock Holmes
3589,3597,0.8569792882076697,the complete adventures of sherlock holmes,The Complete Adventures of Sherlock Holmes,the complete adventures and memoirs of sherlock holmes,The Complete Adventures and Memoirs of Sherlock Holmes
3590,76216,0.9185436466626129,the adventures of sherlock holmes,The Adventures of Sherlock Holmes,three adventures of sherlock holmes,Three Adventures of Sherlock Holmes
3590,76253,0.8555902882127155,the adventures of sherlock holmes,The Adventures of Sherlock Holmes,the great adventures of sherlock holmes,The Great Adventures of Sherlock Holmes
3597,33161,0.9006654244263973,the complete adventures and memoirs of sherlock holmes,The Complete Adventures and Memoirs of Sherlock Holmes,the adventures and memoirs of sherlock holmes,The Adventures and Memoirs of Sherlock Holmes
3603,3604,1.0,personal finance for dummies,Personal Finance For Dummies,personal finance for dummies,Personal Finance for Dummies
3608,3609,0.9158509266051686,personal finance for dummie for canadians,Personal Finance For Dummie$ For Canadians,personal finance for canadians for dummies,Personal Finance for Canadians for Dummies
3636,77306,0.8927968007837777,the giver the giver 1,"The Giver (The Giver, #1)",the giver,The Giver
3665,80523,1.0,ghosts,Ghosts,ghosts,Ghosts
3688,32060,0.8507245440370381,complete short stories,Complete Short Stories,complete short stories vol 2,"Complete Short Stories, Vol 2"
3701,10982,0.8705348593600631,collected short stories,Collected Short Stories,selected short stories,Selected Short Stories
3717,3719,1.0,stranger than fiction,Stranger than Fiction,stranger than fiction,Stranger Than Fiction
3732,3735,0.8603874565617502,selected poems of herman melville,Selected Poems of Herman Melville,the poems of herman melville,The Poems of Herman Melville
3774,98807,0.8927823629565939,the subterraneans,The Subterraneans,subterranean,Subterranean
3805,90876,1.0,the corrections,The Corrections,the corrections,The Corrections
3847,89890,1.0,vegas heat vegas 2,"Vegas Heat (Vegas, #2)",vegas heat vegas 2,"Vegas Heat (Vegas, #2)"
3867,77274,1.0,the history of love,The History of Love,the history of love,The History of Love
3875,91878,1.0,the sun also rises,The Sun Also Rises,the sun also rises,The Sun Also Rises
3938,3944,0.8646040703650077,hyperion los cantos de hyperion 1,"Hyperion (Los Cantos de Hyperion, #1)",la caida de hyperion los cantos de hyperion 2,"La Caída de Hyperion (Los Cantos de Hyperion, #2)"
3947,3963,0.8916169995671294,a don t sweat the small stuff treasury a special collection for the office,A Don't Sweat the Small Stuff Treasury: A Special Collection for the Office,a don t sweat the small stuff treasury a special collection for friends,A Don't Sweat the Small Stuff Treasury: A Special Collection for Friends
3949,3959,0.9052893556769505,a don t sweat the small stuff treasury a special selection for teachers,A Don't Sweat the Small Stuff Treasury: A Special Selection for Teachers,a don t sweat the small stuff treasury a special selection for mothers,A Don't Sweat the Small Stuff Treasury: A Special Selection for Mothers
3949,3956,0.9003468891762091,a don t sweat the small stuff treasury a special selection for teachers,A Don't Sweat the Small Stuff Treasury: A Special Selection for Teachers,a don t sweat the small stuff treasury a special selection for fathers,A Don't Sweat the Small Stuff Treasury: A Special Selection for Fathers
3949,41156,0.8577155786951305,a don t sweat the small stuff treasury a special selection for teachers,A Don't Sweat the Small Stuff Treasury: A Special Selection for Teachers,a don t sweat the small stuff treasury a special selection for graduates,A Don't Sweat the Small Stuff Treasury: A Special Selection for Graduates
3956,3959,0.918489015433098,a don t sweat the small stuff treasury a special selection for fathers,A Don't Sweat the Small Stuff Treasury: A Special Selection for Fathers,a don t sweat the small stuff treasury a special selection for mothers,A Don't Sweat the Small Stuff Treasury: A Special Selection for Mothers
3956,41156,0.8622876999341712,a don t sweat the small stuff treasury a special selection for fathers,A Don't Sweat the Small Stuff Treasury: A Special Selection for Fathers,a don t sweat the small stuff treasury a special selection for graduates,A Don't Sweat the Small Stuff Treasury: A Special Selection for Graduates
3959,41156,0.867021239997631,a don t sweat the small stuff treasury a special selection for mothers,A Don't Sweat the Small Stuff Treasury: A Special Selection for Mothers,a don t sweat the small stuff treasury a special selection for graduates,A Don't Sweat the Small Stuff Treasury: A Special Selection for Graduates
3986,16701,0.9732141725856213,the amazing adventures of the escapist volume 1,"The Amazing Adventures of the Escapist, Volume 1",the amazing adventures of the escapist volume 2,The Amazing Adventures of the Escapist: Volume 2
3986,16704,0.9693406833213377,the amazing adventures of the escapist volume 1,"The Amazing Adventures of the Escapist, Volume 1",the amazing adventures of the escapist volume 3,The Amazing Adventures of the Escapist: Volume 3
