id,name,ratingdist1,pagesnumber,ratingdist4,ratingdisttotal,publishmonth,publishday,publisher,countsofreview,publishyear,language,authors,rating,ratingdist2,ratingdist5,isbn,ratingdist3,__title_norm__,removal_reason
7843,Just Another Day in Paradise,1:5,304,4:70,total:192,1,2,HarperCollins Publishers,8,1993,,A.E. Maxwell,3.84,2:8,5:55,0061041149,3:54,just another day in paradise,duplicate_title
7849,"Moby Dick, or The Whale",1:39756,573,4:121248,total:463820,19,9,Northwestern University Press,18,2001,en-US,Herman Melville,3.5,2:59245,5:124468,0810119110,3:119103,moby dick or the whale,duplicate_title
7912,Five Little Peppers and How They Grew,1:472,228,4:7406,total:23178,17,6,Kessinger Publishing,2,2004,,Margaret Sidney,4.03,2:1065,5:9205,1419119907,3:5030,five little peppers and how they grew,duplicate_title
7926,"All-of-a-Kind Family (All-of-a-Kind-Family, #1)",1:448,188,4:7025,total:22801,23,8,Delacorte Press,844,2005,eng,Sydney Taylor,4.22,2:707,5:11200,0385732953,3:3421,all of a kind family all of a kind family 1,duplicate_title
7928,"More All-of-a-Kind Family (All-of-a-Kind-Family, #3)",1:148,160,4:1775,total:6065,1,4,Taylor Productions Ltd,98,2001,,Sydney Taylor,4.21,2:179,5:3026,0929093100,3:937,more all of a kind family all of a kind family 3,duplicate_title
8130,Anne of Green Gables,1:11943,312,4:197588,total:684282,1,10,Sterling,162,2004,,L.M. Montgomery,4.26,2:23940,5:354840,1402714513,3:95971,anne of green gables,duplicate_title
8133,"The Annotated Anne of Green Gables (Anne of Green Gables, #1)",1:11943,504,4:197588,total:684282,28,8,"Oxford University Press, USA",27,1997,,L.M. Montgomery,4.26,2:23940,5:354840,0195104285,3:95971,the annotated anne of green gables anne of green gables 1,duplicate_title
8140,Anne of Avonlea (Anne of Green Gables #2),1:839,239,4:48234,total:131208,31,8,Children's Press(CT),4,2006,,L.M. Montgomery,4.23,2:2933,5:58636,0531169790,3:20566,anne of avonlea anne of green gables 2,duplicate_title
8144,"Anne of Green Gables / Anne of Avonlea (Anne of Green Gables, #1-2)",1:134,536,4:1049,total:3974,1,3,Running Press Book Publishers,44,2000,,L.M. Montgomery,4.22,2:184,5:2131,0762405600,3:476,anne of green gables anne of avonlea anne of green gables 1 2,duplicate_title
8188,Birthright,1:5,512,4:22,total:84,12,4,Fawcett,1,1986,,Joseph Amiel,3.75,2:9,5:30,0449128725,3:18,birthright,duplicate_title
8199,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),1:1,116,4:26,total:109,10,5,Tommy Nelson,10,2006,eng,Laura Ingalls Wilder,3.92,2:6,5:41,1400307856,3:35,writings to young women from laura ingalls wilder on life as a pioneer woman writings to young women from laura ingalls wilder 2,duplicate_title
8296,"The First Four Years  (Little House, #9)",1:441,126,4:10964,total:33512,2,1,HarperTrophy,549,2007,eng,Laura Ingalls Wilder,3.89,2:2115,5:10850,0060885459,3:9142,the first four years little house 9,duplicate_title
8310,Laura Ingalls Wilder,1:0,128,4:2,total:7,1,1,Ferguson Publishing Company,1,2001,,Lucia Raatma,3.86,2:0,5:2,0894343750,3:3,laura ingalls wilder,duplicate_title
8334,Meet Laura Ingalls Wilder,1:1,24,4:1,total:10,1,1,PowerKids Press,0,2003,,S. Ward,4.3,2:0,5:7,0823957128,3:1,meet laura ingalls wilder,duplicate_title
8582,The Dick Francis Treasury of Great Racing Stories,1:0,221,4:19,total:66,22,3,Fawcett,3,1992,eng,Dick Francis,3.79,2:5,5:19,0449220494,3:23,the dick francis treasury of great racing stories,duplicate_title
8690,"Baseball Prospectus 2005: Statistics, Analysis, and Insight for the Information Age",1:0,576,4:32,total:74,14,2,Workman Publishing Company,0,2005,,Baseball Prospectus,4.2,2:1,5:29,0761135782,3:12,baseball prospectus 2005 statistics analysis and insight for the information age,duplicate_title
8692,"Baseball Prospectus 2004: Statistics, Analysis and Insight for the Information Age",1:0,602,4:34,total:80,1,2,Workman Publishing,1,2004,,Baseball Prospectus,4.31,2:1,5:36,0761134026,3:9,baseball prospectus 2004 statistics analysis and insight for the information age,duplicate_title
8703,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",1:894,6,4:84285,total:218672,1,6,Random House Audio Publishing Group,94,2006,eng,Douglas Adams,4.22,2:4755,5:94958,0739332074,3:33780,the restaurant at the end of the universe the hitchhiker s guide to the galaxy 2,duplicate_title
8727,Comfort Me with Apples,1:167,320,4:7917,total:19047,11,2,Century,14,2002,,Ruth Reichl,4.04,2:662,5:6405,0712617957,3:3896,comfort me with apples,duplicate_title
8742,The Last Temptation,1:198,589,4:3986,total:11714,10,11,Faber  Faber,14,1995,eng,Nikos Kazantzakis,4.16,2:459,5:5256,0571178561,3:1815,the last temptation,duplicate_title
8813,Clockwork Orange,1:17887,235,4:205318,total:570424,1,3,Heyne,7,2000,ger,Anthony Burgess,3.99,2:29793,5:213880,345316413X,3:103546,clockwork orange,duplicate_title
8909,The War of the Worlds,1:3569,192,4:89298,total:232207,12,3,Modern Library,4642,2002,eng,H.G. Wells,3.82,2:14031,5:61396,0375759239,3:63913,the war of the worlds,duplicate_title
8970,Jesus Freaks: Martyrs: Stories of Those Who Stood for Jesus: The Ultimate Jesus Freaks,1:230,368,4:5867,total:19681,1,5,Bethany House Publishers,9,2005,,D.C. Talk,4.21,2:700,5:9526,0764200836,3:3358,jesus freaks martyrs stories of those who stood for jesus the ultimate jesus freaks,duplicate_title
8986,"Freaks, Geeks, and Cool Kids: American Teenagers, Schools, Andt He Culture of Consumption",1:1,305,4:26,total:75,21,6,Routledge,0,2006,,Murray Milner Jr.,3.51,2:14,5:14,041595391X,3:20,freaks geeks and cool kids american teenagers schools andt he culture of consumption,duplicate_title
8988,Jesus Freaks,1:3,390,4:23,total:55,20,4,Deadite Press (Eraserhead Press),7,2006,eng,Andre Duza,3.69,2:5,5:13,0976249871,3:11,jesus freaks,duplicate_title
9001,Anne Freaks Volume 4,1:5,200,4:26,total:99,26,12,ADV Manga,7,2006,,Yua Kotegawa,3.32,2:16,5:16,1413903371,3:36,anne freaks volume 4,duplicate_title
9031,"The Devil in the White City Murder, Magic, and Madness at the Fair That Changed America",1:10769,447,4:181574,total:487108,3,3,Doubleday,37,2003,eng,Erik Larson,3.99,2:26094,5:175207,0385602731,3:93464,the devil in the white city murder magic and madness at the fair that changed america,duplicate_title
9068,Greek Historians,1:0,176,4:5,total:7,1,4,Cambridge University Press,1,2006,,John M. Marincola,3.71,2:0,5:0,019922501X,3:2,greek historians,duplicate_title
9075,See No Evil: The True Story of a Ground Soldier in the CIA's War Against Terrorism,1:34,239,4:1939,total:4544,17,1,Broadway Books,1,2002,,Robert B. Baer,3.93,2:199,5:1270,1400045983,3:1102,see no evil the true story of a ground soldier in the cia s war against terrorism,duplicate_title
9229,The World of Ballet,1:0,64,4:0,total:5,28,4,Kingfisher,2,2005,,Kate Castle,4.2,2:0,5:3,0753458330,3:2,the world of ballet,duplicate_title
9283,Smoke Jumpers,1:0,32,4:0,total:0,1,8,Child's World,0,2006,,Jim Gigliotti,0.0,2:0,5:0,1592967353,3:0,smoke jumpers,duplicate_title
9325,"Fullmetal Alchemist, Vol. 10",1:19,200,4:2179,total:9368,21,11,VIZ Media LLC,152,2006,eng,Hiromu Arakawa,4.61,2:57,5:6477,1421504618,3:636,fullmetal alchemist vol 10,duplicate_title
9326,"Fullmetal Alchemist, Vol. 5 (Fullmetal Alchemist, #5)",1:36,200,4:3298,total:13414,10,1,VIZ Media LLC,211,2006,eng,Hiromu Arakawa,4.5600000000000005,2:120,5:8916,1421501759,3:1044,fullmetal alchemist vol 5 fullmetal alchemist 5,duplicate_title
9420,"Shopaholic & Baby (Shopaholic, #5)",1:2718,359,4:39513,total:118070,27,2,Dial Press,2074,2007,eng,Sophie Kinsella,3.79,2:8529,5:33915,0385338708,3:33395,shopaholic baby shopaholic 5,duplicate_title
9424,Shopaholic,1:11,211,4:57,total:197,16,11,Simon Pulse,21,2004,,Judy Waite,3.23,2:43,5:27,0689851391,3:59,shopaholic,duplicate_title
9506,Un Lugar Llamado Nada,1:1334,475,4:9416,total:28934,30,8,Planeta Publishing,7,2006,spa,Amy Tan,3.43,2:3650,5:4730,840806701X,3:9804,un lugar llamado nada,duplicate_title
9738,"Ender's Shadow (Shadow Series, #1)",1:849,469,4:50912,total:146834,1,12,Perfection Learning,7,2000,,Orson Scott Card,4.31,2:3174,5:73479,0756901537,3:18420,ender s shadow shadow series 1,duplicate_title
9739,"Speaker for the Dead (Ender's Saga, #2)",1:2138,432,4:82375,total:215163,15,2,Tor Books,32,1987,eng,Orson Scott Card,4.07,2:9030,5:80517,0812532570,3:41103,speaker for the dead ender s saga 2,duplicate_title
9767,The Wild Swans,1:19,464,4:126,total:392,1,11,Aspect,37,2001,eng,Peg Kerr,3.67,2:33,5:104,0446608475,3:110,the wild swans,duplicate_title
9816,The View From Castle Rock,1:121,368,4:1659,total:4312,19,11,McClelland and Stewart,12,2008,eng,Alice Munro,3.69,2:340,5:939,0771065264,3:1253,the view from castle rock,duplicate_title
10060,Flags of Our Fathers: Heroes of Iwo Jima,1:864,232,4:17357,total:49050,13,5,Delacorte Books for Young Readers,5,2003,,James D. Bradley,4.19,2:1495,5:22138,0385730640,3:7196,flags of our fathers heroes of iwo jima,duplicate_title
10101,"Mary, Queen of Scots",1:0,40,4:1,total:1,31,7,National Museums of Scotland,0,2006,,Elizabeth Douglas,4.0,2:0,5:0,011494265X,3:0,mary queen of scots,duplicate_title
10147,"The Complete Sherlock Holmes, Volume I",1:200,709,4:8088,total:28696,1,9,Barnes  Noble Classics,285,2003,eng,Arthur Conan Doyle,4.49,2:389,5:17764,1593080344,3:2255,the complete sherlock holmes volume i,duplicate_title
10148,"The Complete Sherlock Holmes, Volume II",1:464,709,4:20964,total:76761,1,10,Barnes  Noble Classics,58,2003,eng,Arthur Conan Doyle,4.47,2:1120,5:46964,1593080409,3:7249,the complete sherlock holmes volume ii,duplicate_title
10191,Master the Miller Analogies Test 2002,1:1,239,4:2,total:9,21,6,ARCO,0,2001,,William Bader,3.67,2:0,5:3,0768906504,3:3,master the miller analogies test 2002,duplicate_title
10193,Master the Miller Analogies Test,1:1,254,4:2,total:9,17,6,ARCO,0,2004,,William Bader,3.67,2:0,5:3,0768914728,3:3,master the miller analogies test,duplicate_title
10204,View with a Grain of Sand: Selected Poems,1:48,214,4:1199,total:3906,23,10,Faber  Faber,7,1996,eng,Wisława Szymborska,4.33,2:114,5:2107,0571191630,3:438,view with a grain of sand selected poems,duplicate_title
10311,Argumentative Indian: Writings On Indian History Culture And Identity,1:161,391,4:2886,total:7149,28,6,Allen Lane,7,2005,eng,Amartya Sen,3.81,2:419,5:1816,0713996870,3:1867,argumentative indian writings on indian history culture and identity,duplicate_title
10472,Namesake,1:0,8,4:3,total:5,1,9,Yale University Press,0,1987,,Michel Goldberg,3.8,2:1,5:1,0300040490,3:0,namesake,duplicate_title
10539,The Lost Continent:  Travels in Small-town America,1:1373,379,4:18429,total:49016,2,1,Black Swan,80,1999,eng,Bill Bryson,3.83,2:3219,5:14014,0552998087,3:11981,the lost continent travels in small town america,duplicate_title
10540,Notes From A Small Island,1:1487,324,4:35157,total:89504,2,9,Transworld Publishers Ltd,7,1999,,Bill Bryson,3.92,2:4719,5:27221,0385600739,3:20920,notes from a small island,duplicate_title
10550,"Personal Memoirs, Vol. 2",1:6,352,4:191,total:556,1,7,Aegypan,17,2006,,Ulysses S. Grant,4.25,2:12,5:264,1598188984,3:83,personal memoirs vol 2,duplicate_title
10563,The Three Musketeers (The d'Artagnan Romances. #1),1:2718,592,4:97903,total:262810,5,5,Wordsworth Editions,94,2001,eng,Alexandre Dumas,4.07,2:9661,5:99671,1853260401,3:52857,the three musketeers the d artagnan romances 1,duplicate_title
10564,"The Three Musketeers, Vol. I",1:17,336,4:748,total:2119,1,11,Borgo Press,0,2002,,Alexandre Dumas,4.23,2:58,5:973,1592248624,3:323,the three musketeers vol i,duplicate_title
10670,When Genius Failed: The Rise And Fall Of Long Term Capital Management,1:238,275,4:8692,total:22071,1,6,Fourth Estate,13,2009,eng,Roger Lowenstein,4.19,2:540,5:9321,1841155047,3:3280,when genius failed the rise and fall of long term capital management,duplicate_title
10689,"The Devil in the White City Murder, Magic and Madness at the Fair that Changed America",1:10770,464,4:181575,total:487117,3,3,Doubleday,6,2003,eng,Erik Larson,3.99,2:26095,5:175213,0385602057,3:93464,the devil in the white city murder magic and madness at the fair that changed america,duplicate_title
10737,"Archie Americana Series: Best of the Fifties, Vol. 1",1:0,96,4:28,total:89,1,1,Archie Comics,13,1995,,Paul Castiglia,3.91,2:5,5:29,1879794012,3:27,archie americana series best of the fifties vol 1,duplicate_title
10769,The Complete Merde!: The Real French You Were Never Taught At School,1:0,192,4:24,total:61,7,10,HarperCollins,0,1996,,Geneviève,3.98,2:2,5:19,0002557681,3:16,the complete merde the real french you were never taught at school,duplicate_title
10829,E B White,1:0,32,4:2,total:6,31,12,Av2 by Weigl,1,2003,,Rennay Craats,3.83,2:1,5:2,1590360265,3:1,e b white,duplicate_title
10970,Outlander,1:2,254,4:20,total:55,26,12,Games Workshop(uk),5,2006,eng,Matt Keefe,3.85,2:5,5:18,184416411X,3:10,outlander,duplicate_title
10982,Selected Short Stories,1:13,320,4:464,total:1198,18,5,Modern Library,63,1993,eng,William Faulkner,4.09,2:45,5:455,0679424784,3:221,selected short stories,duplicate_title
11136,"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",1:4677,766,4:159454,total:490085,15,10,HarperEntertainment,52,2005,eng,C.S. Lewis,4.26,2:14255,5:240937,0060765453,3:70762,the chronicles of narnia the chronicles of narnia 1 7,duplicate_title
11195,The Healing Path Study Guide: How the Hurts in Your Past Can Lead You to a More Abundant Life,1:7,96,4:222,total:615,16,2,WaterBrook,0,1999,,Dan B. Allender,4.25,2:14,5:288,1578561566,3:84,the healing path study guide how the hurts in your past can lead you to a more abundant life,duplicate_title
11226,One Flew over the Cuckoo's Nest,1:6941,272,4:224018,total:606956,1,2,Signet,5,1963,eng,Ken Kesey,4.2,2:18660,5:267310,0451143426,3:90027,one flew over the cuckoo s nest,duplicate_title
11267,Five Complete Novels,1:3,711,4:5,total:19,16,5,Random House Value Publishing,3,1984,,Susan Howatch,3.58,2:2,5:7,051736235X,3:2,five complete novels,duplicate_title
11354,"Nobel Lecture in Literature, 1993",1:2,0,4:85,total:345,1,3,Random House Audio,3,1994,,Toni Morrison,4.49,2:10,5:222,0679435697,3:26,nobel lecture in literature 1993,duplicate_title
11359,Tar Baby,1:216,320,4:6577,total:16922,8,6,Vintage,462,2004,eng,Toni Morrison,3.93,2:803,5:5217,1400033446,3:4109,tar baby,duplicate_title
11399,Living on the Ragged Edge: Finding Joy in a World Gone Mad: Workbook,1:0,268,4:2,total:5,6,4,Nelson Reference & Electronic Publishing,0,2005,en-US,Charles R. Swindoll,4.2,2:0,5:2,1418503460,3:1,living on the ragged edge finding joy in a world gone mad workbook,duplicate_title
11705,Selected Poems,1:2,160,4:140,total:383,17,9,New Directions,18,1984,eng,Octavio Paz,4.21,2:7,5:168,0811208990,3:66,selected poems,duplicate_title
11756,All Aunt Hagar's Children,1:53,13,4:618,total:1750,29,8,HarperAudio,2,2006,,Edward P. Jones,3.79,2:152,5:507,0060852909,3:420,all aunt hagar s children,duplicate_title
11771,Das Hotel New Hampshire,1:600,597,4:23080,total:56678,1,1,Diogenes Verlag,19,1984,ger,John Irving,3.91,2:2808,5:16139,3257211945,3:14051,das hotel new hampshire,duplicate_title
11772,El Hotel New Hampshire,1:600,457,4:23080,total:56678,1,9,TusQuets,3,1995,spa,John Irving,3.91,2:2808,5:16139,8472238660,3:14051,el hotel new hampshire,duplicate_title
11785,Zombie,1:550,181,4:2360,total:7880,1,9,Plume,830,1996,eng,Joyce Carol Oates,3.34,2:1117,5:1268,0452275008,3:2585,zombie,duplicate_title
11787,Invisible Man,1:4784,439,4:51132,total:150406,5,3,Random House,59,2002,,Ralph Ellison,3.87,2:11254,5:49938,0375507914,3:33298,invisible man,duplicate_title
11826,Whipping Boy,1:0,247,4:1,total:5,1,4,Nexus (UK),0,2001,,G.C. Scott,4.4,2:0,5:3,0352335955,3:1,whipping boy,duplicate_title
11861,"City on the Seine: Paris in the Time of Richelieu and Louis XIV, 1614-1715",1:0,288,4:3,total:6,5,6,Palgrave Macmillan,0,1996,eng,Andrew P. Trout,4.17,2:0,5:2,0333666380,3:1,city on the seine paris in the time of richelieu and louis xiv 1614 1715,duplicate_title
11926,Moderato cantabile,1:165,122,4:1216,total:3694,1,1,Suhrkamp,114,1985,fre,Marguerite Duras,3.51,2:458,5:721,3518376780,3:1134,moderato cantabile,duplicate_title
12001,"Raise High the Roof Beam, Carpenters and Seymour: an Introduction",1:416,134,4:16329,total:45281,3,10,Hamish Hamilton,20,1998,eng,J.D. Salinger,4.12,2:1656,5:18337,0140237518,3:8543,raise high the roof beam carpenters and seymour an introduction,duplicate_title
12159,Laocoon: An Essay upon the Limits of Painting and Poetry,1:7,272,4:210,total:628,4,11,Dover Publications,4,2005,,Gotthold Ephraim Lessing,4.02,2:30,5:236,0486443876,3:145,laocoon an essay upon the limits of painting and poetry,duplicate_title
12245,Master Harold...and the Boys,1:79,64,4:1856,total:4887,6,11,Turtleback Books,3,1984,,Athol Fugard,3.81,2:328,5:1306,0613181298,3:1318,master harold and the boys,duplicate_title
12246,Master Harold and the Boys,1:1,192,4:16,total:49,25,3,Cengage Learning,3,1997,,Stephen R. Mandell,3.65,2:4,5:11,015505483X,3:17,master harold and the boys,duplicate_title
12577,The Collected Stories,1:125,622,4:2612,total:7589,1,2,Mariner Books,203,1982,eng,Eudora Welty,4.23,2:235,5:3603,0156189216,3:1014,the collected stories,duplicate_title
12691,Marley and Me: Life and Love With the World's Worst Dog,1:6215,291,4:148240,total:431997,18,10,William Morrow; 1ST edition,12160,2005,eng,John Grogan,4.13,2:16415,5:185336,0739461192,3:75791,marley and me life and love with the world s worst dog,duplicate_title
12741,Transit of Venus,1:0,224,4:14,total:28,1,6,"Orion Publishing Group, Limited",1,2004,,Peter Aughton,3.68,2:1,5:3,0753818752,3:10,transit of venus,duplicate_title
12769,Lady of the Lake,1:5,304,4:17,total:75,25,7,Harlequin Historical,6,1997,eng,Elizabeth Mayne,3.27,2:13,5:13,0373289804,3:27,lady of the lake,duplicate_title
12787,Falling Angel,1:71,302,4:1344,total:3492,1,11,Millipede Press,225,2006,eng,William Hjortsberg,3.92,2:189,5:1103,1933618086,3:785,falling angel,duplicate_title
12820,Sir Gawain And The Green Knight,1:3,120,4:141,total:332,1,11,Walker,5,2004,eng,Michael Morpurgo,3.94,2:13,5:95,0744586461,3:80,sir gawain and the green knight,duplicate_title
12836,Being-In-Dreaming: An Initiation Into the Sorcerer's World,1:4,272,4:98,total:326,1,11,HarperOne,1,1991,,Florinda Donner,4.06,2:25,5:140,0062502336,3:59,being in dreaming an initiation into the sorcerer s world,duplicate_title
12960,Much Ado About Nothing,1:2518,166,4:74185,total:207100,1,7,Signet Classic,63,1998,eng,William Shakespeare,4.07,2:8635,5:80134,0451526813,3:41628,much ado about nothing,duplicate_title
12968,The Winter's Tale,1:340,116,4:8685,total:24607,12,11,1st World Publishing,2,2005,,William Shakespeare,3.7,2:2005,5:5661,1421813742,3:7916,the winter s tale,duplicate_title
12969,Winter's Tales,1:25,320,4:688,total:1866,1,6,Vintage,101,1993,eng,Isak Dinesen,3.9,2:115,5:582,0679743340,3:456,winter s tales,duplicate_title
